disp_x,disp_y,id,stress_xx,stress_xy,stress_yy,x,y,z
0.0074637292142604,-4.5688832833404e-05,0,-54108.607244801,-5041.1932004129,-1768157.3158785,5.2,0,0
0.0074644171838111,-4.5211812388026e-05,0.44747474747475,-54108.607244801,-5041.1932004129,-1768157.3158785,5.6474747474747,0,0
0.0074637564516019,-4.5113186736693e-05,0.8949494949495,-364100.74506799,-30732.701199033,-1868953.1772646,6.0949494949495,0,0
0.0074621165275622,-4.4993593891222e-05,1.3424242424242,-362939.64673217,86689.046293889,-1289238.6559979,6.5424242424242,0,0
0.0074582575052948,-4.4651303120541e-05,1.789898989899,-401943.82103574,-77434.768779181,-1113308.6214199,6.989898989899,0,0
0.0074542224268371,-4.3627975789237e-05,2.2373737373737,-385409.71233121,-76655.837094127,-672725.71006758,7.4373737373737,0,0
0.0074492918590308,-4.3439495114768e-05,2.6848484848485,-385409.71233121,-76655.837094127,-672725.71006758,7.8848484848485,0,0
0.007444350379802,-4.3119403056951e-05,3.1323232323232,-343739.22990854,28113.326275421,-474423.35822081,8.3323232323232,0,0
0.0074389607120716,-4.2535056698368e-05,3.579797979798,-329317.38409231,-67674.972763965,-322086.39503209,8.779797979798,0,0
0.0074335397443993,-4.2187410229883e-05,4.0272727272727,-329317.38409231,-67674.972763965,-322086.39503209,9.2272727272727,0,0
0.007427921027512,-4.1631796885333e-05,4.4747474747475,-265872.40156645,-63687.359469372,-36341.641112526,9.6747474747475,0,0
0.0074222434884515,-4.1198482653302e-05,4.9222222222222,-265872.40156645,-63687.359469372,-36341.641112526,10.122222222222,0,0
0.0074164364918256,-4.0742208917804e-05,5.369696969697,-204358.87559785,60180.07127915,225141.86937503,10.569696969697,0,0
0.0074105520415913,-4.0254243023763e-05,5.8171717171717,-204358.87559785,60180.07127915,225141.86937503,11.017171717172,0,0
0.00740464567728,-3.9855477828002e-05,6.2646464646465,-142013.31402468,55139.514792843,444504.48045088,11.464646464646,0,0
0.0073986742977443,-3.9320312916436e-05,6.7121212121212,-142013.31402468,55139.514792843,444504.48045088,11.912121212121,0,0
0.0073927207779379,-3.9002201230598e-05,7.159595959596,-77730.041282207,49872.758523454,650787.06297526,12.359595959596,0,0
0.0073867132756691,-3.8421218613863e-05,7.6070707070707,-77730.041282207,49872.758523454,650787.06297526,12.807070707071,0,0
0.0073807121181212,-3.7930434427236e-05,8.0545454545455,-37513.465736679,-6673.8115882199,740752.53318537,13.254545454545,0,0
0.0073747095336443,-3.7525881203503e-05,8.5020202020202,-16343.810334195,46451.32825757,839010.62103938,13.70202020202,0,0
0.0073686911003386,-3.6917771918668e-05,8.949494949495,-16343.810334195,46451.32825757,839010.62103938,14.149494949495,0,0
0.00736268776381,-3.6650146919218e-05,9.3969696969697,42279.441180212,42524.184512515,1024262.0894836,14.59696969697,0,0
0.0073566441016578,-3.6003297174245e-05,9.8444444444444,42279.441180212,42524.184512515,1024262.0894836,15.044444444444,0,0
0.0073506289250277,-3.5798845086758e-05,10.291919191919,100505.56232006,39120.015712012,1203551.122464,15.491919191919,0,0
0.0073445728640882,-3.512591008009e-05,10.739393939394,100505.56232006,39120.015712012,1203551.122464,15.939393939394,0,0
0.0073385613267445,-3.4962529532589e-05,11.186868686869,156736.57382311,35661.35468709,1374980.78728,16.386868686869,0,0
0.0073324979065926,-3.4253121086044e-05,11.634343434343,156736.57382311,35661.35468709,1374980.78728,16.834343434343,0,0
0.0073264620885807,-3.3881990547407e-05,12.081818181818,191624.62289706,-12379.160699495,1449542.602244,17.281818181818,0,0
0.0073204049435331,-3.3399144501391e-05,12.529292929293,211026.22788902,32500.45320291,1545320.2859068,17.729292929293,0,0
0.00731433004627,-3.274487384002e-05,12.976767676768,246230.21697391,-14867.706663261,1619334.1751532,18.176767676768,0,0
0.0073083090759738,-3.2590132637065e-05,13.424242424242,269059.09928832,30704.758371762,1710408.0168873,18.624242424242,0,0
0.0073022497980471,-3.1791791956044e-05,13.871717171717,269059.09928832,30704.758371762,1710408.0168873,19.071717171717,0,0
0.0072962201778577,-3.1763360590139e-05,14.319191919192,321995.91505422,29246.436452685,1872550.8791196,19.519191919192,0,0
0.0072901519385636,-3.094559699967e-05,14.766666666667,321995.91505422,29246.436452685,1872550.8791196,19.966666666667,0,0
0.0072840909549486,-3.073202276438e-05,15.214141414141,348260.38013744,-17067.352736114,1946923.2240774,20.414141414141,0,0
0.0072780217221935,-3.0128289001232e-05,15.661616161616,375039.3978044,28942.498661989,2033435.1099795,20.861616161616,0,0
0.0072719463042394,-2.9665488507693e-05,16.109090909091,397567.23812657,-17062.506869477,2103508.9743466,21.309090909091,0,0
0.0072658808002851,-2.9290289201538e-05,16.556565656566,428725.4517406,29512.139837877,2187378.6428707,21.756565656566,0,0
0.0072598277075241,-2.858649869064e-05,17.00404040404,452876.19680538,-16389.548396014,2257555.6156529,22.20404040404,0,0
0.0072537563257019,-2.8413970472596e-05,17.451515151515,471519.7319057,27239.646806728,2339237.8020363,22.651515151515,0,0
0.007247639371165,-2.7595488198255e-05,17.89898989899,471519.7319057,27239.646806728,2339237.8020363,23.09898989899,0,0
0.0072415585310451,-2.75822401695e-05,18.346464646465,518955.79022361,25449.194150285,2491220.2129085,23.546464646465,0,0
0.0072354155610257,-2.6734599055689e-05,18.793939393939,518955.79022361,25449.194150285,2491220.2129085,23.993939393939,0,0
0.0072293094087773,-2.6612613138474e-05,19.241414141414,548611.75645688,-18885.786005752,2562668.0570944,24.441414141414,0,0
0.0072231544449602,-2.5890983528233e-05,19.688888888889,566576.46522434,23878.344747044,2642967.1555522,24.888888888889,0,0
0.0072170144747478,-2.5568546340679e-05,20.136363636364,595827.07095555,-20325.159423534,2714183.9455646,25.336363636364,0,0
0.0072108504146588,-2.5061451950908e-05,20.583838383838,613524.06662556,22373.848540584,2794373.8450824,25.783838383838,0,0
0.0072046725876472,-2.4538108529342e-05,21.031313131313,642295.42381514,-21796.245996811,2865502.3351359,26.231313131313,0,0
0.0071984948691685,-2.4247188052687e-05,21.478787878788,659728.53020125,20917.537029822,2945726.164164,26.678787878788,0,0
0.0071922746893778,-2.3521581101728e-05,21.926262626263,688110.23106376,-23299.300924889,3016889.9536931,27.126262626263,0,0
0.0071860790115348,-2.3449503280866e-05,22.373737373737,705123.30991286,19464.279103868,3097218.5798708,27.573737373737,0,0
0.0071798109545418,-2.2521119085408e-05,22.821212121212,733468.09292583,-24874.245268253,3168487.3813582,28.021212121212,0,0
0.0071735772787548,-2.2460306918196e-05,23.268686868687,733468.09292583,-24874.245268253,3168487.3813582,28.468686868687,0,0
0.0071672768311414,-2.1633422804117e-05,23.716161616162,749781.16898996,17982.979362218,3249022.0977035,28.916161616162,0,0
0.0071609858637062,-2.1438262055811e-05,24.163636363636,777498.32099194,-26278.793099925,3320717.5306657,29.363636363636,0,0
0.0071546550019209,-2.0835374907381e-05,24.611111111111,794269.06832563,16667.512973809,3402090.1532161,29.811111111111,0,0
0.0071482986349403,-2.0431643099725e-05,25.058585858586,820857.00960296,-27650.967919799,3474043.4502753,30.258585858586,0,0
0.0071419264436917,-2.0052572350892e-05,25.506060606061,837341.72248641,15513.449331098,3556105.6963681,30.706060606061,0,0
0.007135496899868,-1.9439797956859e-05,25.953535353535,863429.90930993,-29010.582170523,3628428.9404986,31.153535353535,0,0
